Nivel_Ingresos,Estado_Siniestro,Cliente_ID,Antigüedad_Maxima,Saldo_Pendiente,Saldo_Pendiente_Seg,Puntaje_Morosidad1,Puntaje_Morosidad2,Puntaje_Morosidad3,Puntaje_Morosidad4,Puntaje_Morosidad5,Puntaje_Morosidad6,Morosidad_total,Siniestros1,Siniestros2,Siniestros3,Siniestros4,Siniestros5,Siniestros6,Siniestros_total
Bajo,Si_siniestro,579458,25,728.95,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1
Bajo,Si_siniestro,612293,8,501.18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Bajo,No_siniestro,621832,52,38.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,631897,9,565.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bajo,No_siniestro,641678,9,1584.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,648053,40,741.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,672672,99,793.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bajo,No_siniestro,679830,43,1372.65,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Bajo,No_siniestro,688181,13,526.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bajo,Si_siniestro,714016,12,958.74,0,1,1,1,1,0,0,4,0,0,1,0,0,0,1
Bajo,No_siniestro,717704,19,426.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bajo,Si_siniestro,749828,8,2840.59,0,2,1,0,0,0,0,3,1,0,0,0,0,0,1
Bajo,Si_siniestro,790771,6,849.97,0,2,1,0,0,0,0,3,1,0,0,0,0,0,1
Bajo,No_siniestro,77029,8,1453.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bajo,No_siniestro,82507,6,1718.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bajo,No_siniestro,100274,0,2563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bajo,No_siniestro,105355,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bajo,No_siniestro,111176,12,1764.89,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Bajo,No_siniestro,118770,42,942.28,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1
Bajo,No_siniestro,177554,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
Bajo,No_siniestro,184561,5,340.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,184821,1,409.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bajo,No_siniestro,196827,3,2091.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bajo,No_siniestro,199096,5,2226.26,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Bajo,No_siniestro,249466,0,1366.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bajo,No_siniestro,257978,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bajo,No_siniestro,282146,1,456.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bajo,No_siniestro,294519,2,1135.55,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Bajo,No_siniestro,296412,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bajo,No_siniestro,309769,2,127.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bajo,No_siniestro,352375,38,634.53,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Bajo,No_siniestro,359593,5,364.47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,361565,2,1675.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bajo,No_siniestro,380880,42,1324.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bajo,No_siniestro,434075,3,2052.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bajo,No_siniestro,446456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bajo,No_siniestro,473710,42,4501.86,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1
Bajo,No_siniestro,506935,14,2377.7,0,0,0,0,2,1,0,3,0,0,0,1,0,0,1
Bajo,No_siniestro,532459,44,67.87,0,4,3,2,1,1,0,11,1,0,0,0,0,0,1
Bajo,No_siniestro,594963,5,707.8,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1
Bajo,No_siniestro,606348,4,4906.13,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1
Bajo,No_siniestro,620152,67,1834.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bajo,No_siniestro,627692,1,2214.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bajo,No_siniestro,639954,0,643.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,643042,2,343.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,645456,9,1214.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,645732,3,1078.77,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Bajo,No_siniestro,724934,20,685.93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bajo,No_siniestro,778858,5,2756.96,0,1,1,0,1,0,0,3,1,0,0,0,0,0,1
Alto,No_siniestro,126991,199,295.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Alto,No_siniestro,393346,89,12661.46,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1
Moderado,No_siniestro,4250,39,4216.36,131373.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,5575,52,909.88,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,8647,111,6019.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,10334,51,1508.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,11285,203,7802.1,56234.12,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,13466,117,842.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,13509,17,143.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,15215,65,8515.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,17659,201,34215.19,329889.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,19689,59,10516.67,78620.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,19988,132,22639.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,24311,64,19431.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,26135,21,2789.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,38227,90,13504.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,64351,41,2450.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,64760,39,981.48,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0
Moderado,No_siniestro,64995,74,27460.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,69745,65,3189.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,69893,62,301.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,70482,100,15951.44,85712.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,71226,144,12916.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,71879,56,3131.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,73030,39,11096.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,73560,39,5946.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,73919,24,29975.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,75212,152,7110.45,53310.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,77142,144,832.35,28278.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,77813,168,80.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,78079,137,527.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,80119,70,14274.75,55055.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,81023,68,287.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,83853,128,2276.62,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,86564,37,1026.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,87158,89,317.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,87485,118,368.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,88153,117,4157.61,12835.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,93447,102,4469.78,79780.61,0,1,0,1,0,0,2,0,0,0,0,0,0,0
Moderado,No_siniestro,136221,109,40810.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,Si_siniestro,137033,118,15576.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,137119,45,21313.86,109954.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,139033,111,1463.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,140862,52,26798.35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,142027,55,580.79,76937.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,143845,52,7810.14,69705.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,146890,39,21719.07,442334.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,147445,91,16067.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,154229,175,1829.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,156903,29,14062.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,160178,8,12350.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,166076,106,18.58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Moderado,No_siniestro,192225,221,22330.15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,194750,49,6321.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,195484,169,8681.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,197206,108,1409.14,144264.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,198270,49,24218.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,198383,107,31601.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,198595,19,617.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,199031,181,13127.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,199156,47,2570.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,201046,109,3878.8,14804.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,202381,70,9.83,280893.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,202385,33,14665.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,202452,121,10937.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,204702,24,3068.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,205557,17,597.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,209496,57,19992.75,31626.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,212909,79,706.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,215061,50,1436.12,31596.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,218185,87,3059.6,93566.06,0,0,0,0,2,1,3,0,0,0,0,0,0,0
Moderado,No_siniestro,221968,31,30753.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,251940,49,1287.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,252046,73,1990.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,252968,99,1211.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,253813,84,19331.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,255600,49,1120.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,256045,73,2325.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,257750,49,5509.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,259828,172,1233.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,260849,190,4711.89,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,261071,100,11477.86,92853.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,261983,29,12841.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,268572,131,22797.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,268654,92,1310.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,268730,49,8644.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,271094,123,1351.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,271193,100,2866.32,121159.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,276013,34,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,276455,208,3735.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,279213,147,24481.19,203964.27,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Moderado,Si_siniestro,285996,46,55375.76,158109.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,287748,159,6556.34,20177.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,291198,67,25214.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,321176,102,1553.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,323045,89,1435.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,326854,128,21586.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,327190,44,3853.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,327259,121,16722.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,329665,174,19749.01,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
Moderado,No_siniestro,333775,31,6073.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,337495,112,14476.78,33946.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,349369,19,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,362200,44,278.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,374925,17,2969.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,381288,36,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,391252,73,33758.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,393789,85,42773.55,23446.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,395404,43,1168.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,395882,117,1425.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,407800,44,3640.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,413347,161,693.35,58642.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,418625,126,8273.22,37503.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,434718,89,23041.17,64357.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,435362,32,7079.69,46049.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,449279,28,208.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,449613,54,3358.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,451680,44,1008.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,455821,32,4850.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,458245,166,5498.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,458791,94,282.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,459206,115,20638.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,461208,91,14207.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,461457,111,1316.91,53377.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,461928,123,806.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,463282,26,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,464315,196,6256.47,26289.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,465571,98,1637.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,Si_siniestro,466092,74,419.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,467331,81,2702.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,472769,47,52795.81,47829.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,474538,184,85.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,475499,125,19519.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,477282,82,41597.51,72566.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,477650,40,17395.11,107616.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,478928,42,5027.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,479409,80,15795.63,7447.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,481633,73,19219.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,486122,105,4503.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,489636,27,44905.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,514381,99,617.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,516870,40,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,519119,163,341.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,520390,40,522.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,523980,40,1235.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,524143,115,3698.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,529216,24,3870.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,533302,115,3548.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,552788,70,131.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,583532,130,3268.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,583666,29,99.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,585520,40,3808.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,586184,195,18608.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,588031,151,147.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,590377,190,10841.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,594057,46,27.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,598383,7,73.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Moderado,No_siniestro,598514,191,7621.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,598700,40,15169.15,197365.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,607870,40,10212.5,98368.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,609628,8,114.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,610917,137,17764.98,75397.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,Si_siniestro,617913,25,31661.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,629079,8,102.47,45069.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,647949,35,1956.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,648243,78,1653.5,50109.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,650514,112,27312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,650746,123,16467.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,654456,102,2555.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,656628,78,13161.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,657096,190,82344.86,28810.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,657345,233,29850.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,658535,137,4704.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Moderado,No_siniestro,661670,43,12679.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,662223,194,16660.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,663250,43,4588.45,73883.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,663850,43,2618.13,21411.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,665767,86,731.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,665825,42,1.04,122127.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,666789,168,746.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,671451,18,23454.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,673779,70,3792.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,674939,92,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,678705,85,551.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,679014,52,4265.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,680323,155,11716.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,680809,113,7041.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,684202,34,3919.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,689880,43,1598.28,38554.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,693427,70,2881.16,183135.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,717389,55,4399.45,79064.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,721789,73,38966.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,725230,43,961.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,727714,127,255.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,731040,43,90478.23,39698.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,734474,6,2518.93,113532.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,740333,106,18264.74,67809.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,740599,15,19900.55,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0
Moderado,No_siniestro,740624,84,11293.09,62931.46,0,0,2,1,0,0,3,0,0,0,0,0,0,0
Moderado,No_siniestro,742016,13,1261.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,744246,79,15762.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,744268,226,61055.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,745293,107,385.74,17299.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,748069,190,17354.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,752274,108,642.76,119923.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,768313,41,2674.14,92831.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,770807,31,37689.4,78529.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,771043,96,31407.82,103541.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,170940,42,16990.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,318219,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moderado,No_siniestro,532984,12,44202.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Moderado,No_siniestro,586743,32,0,0,0,7,7,6,5,4,29,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,185,44,604.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medio_bajo,No_siniestro,238,79,1006.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
